ResourceName,StandardName,DisplayName,Definition,Groups,SimpleDataType,SourceResource,SugMaxLength,SugMaxPrecision,Synonyms,FrenchCanadianDisplayName,SpanishDisplayName,ElementStatus,RecordId,LegacyRecordId,LookupStatus,LookupName,RepeatingElement,PropertyTypes,Payloads,StatusChangeDate,RevisedDate,AddedInVersion,WikiPageTitle,WikiPageUrl,WikiPageId,TargetResourceKey,SourceResourceKey,BEDES
Property,BuyerAgentFax,Buyer Agent Fax,The North American 10-digit fax numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberFax,Numéro de télécopieur du courtier ou agent de l’acheteur,Fax de Agente Comprador,Active,936a3fa,100171,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentFax Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentFax+Field,2105098,,,
Property,BuyerAgentFirstName,Buyer Agent First Name,The first name of the buyer's agent.,"Listing,AgentOffice,BuyerAgent",String,,50,,BuyerMemberFirstName,Prénom du courtier ou agent de l’acheteur,Nombre de Agente Comprador,Active,5c97185,100160,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2021-06-17,,BuyerAgentFirstName Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentFirstName+Field,2105104,,,
Property,BuyerAgentFullName,Buyer Agent Full Name,"The first, middle and last name of the buyer's agent.","Listing,AgentOffice,BuyerAgent",String,,150,,BuyerMemberFullName,Nom complet du courtier ou agent de l’acheteur,Nombre Completo de Agente Comprador,Active,dd1e722,100163,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2021-06-17,,BuyerAgentFullName Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentFullName+Field,2105111,,,
Property,BuyerAgentHomePhone,Buyer Agent Home Phone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberHomePhone,Numéro de téléphone du domicile du courtier ou agent de l’acheteur,Teléfono de Casa de Agente Comprador,Active,d8f46f1,100170,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentHomePhone Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentHomePhone+Field,2105116,,,
Property,BuyerAgentKey,Buyer Agent Key,"A system unique identifier. Specifically, in aggregation systems, the key is the system unique identifier from the system in which the record was just retrieved. This may be identical to the related xxxId identifier, but the key is guaranteed unique for this record set. This is a foreign key relating to the Member Resource's MemberKey.","Listing,AgentOffice,BuyerAgent",String,,255,,BuyerMemberKey,Clé du courtier ou agent de l’acheteur,Clave de Agente Comprador,Active,16004eb,100178,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentKey Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentKey+Field,2105124,,,
Property,BuyerAgentLastName,Buyer Agent Last Name,The last name of the buyer's agent.,"Listing,AgentOffice,BuyerAgent",String,,50,,BuyerMemberLastName,Nom de famille du courtier ou agent de l’acheteur,Apellido de Agente Comprador,Active,197f91e,100162,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2021-06-17,,BuyerAgentLastName Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentLastName+Field,2105130,,,
Property,BuyerAgentMiddleName,Buyer Agent Middle Name,The middle name of the buyer's agent.,"Listing,AgentOffice,BuyerAgent",String,,50,,BuyerMemberMiddleName,Deuxième prénom du courtier ou agent de l’acheteur,Segundo Nombre de Agente Comprador,Active,c8652b0,100161,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentMiddleName Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentMiddleName+Field,2105136,,,
Property,BuyerAgentMlsId,Buyer Agent MLS ID,"The local, well-known identifier. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.","Listing,AgentOffice,BuyerAgent",String,,25,,BuyerMemberMlsId,ID MLS du courtier ou agent de l’acheteur,ID de MLS de Agente Comprador,Active,a18883e,100179,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2021-06-17,,BuyerAgentMlsId Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentMlsId+Field,2105142,,,
Property,BuyerAgentMobilePhone,Buyer Agent Mobile Phone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberMobilePhone,Numéro de cellulaire du courtier ou agent de l’acheteur,Teléfono Móvil de Agente Comprador,Active,a645978,100168,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentMobilePhone Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentMobilePhone+Field,2105148,,,
Property,BuyerAgentNamePrefix,Buyer Agent Name Prefix,"The prefix to the name (e.g., Dr., Mr., Ms.).","Listing,AgentOffice,BuyerAgent",String,,10,,BuyerMemberNamePrefix,Titre de civilité du courtier ou agent de l’acheteur,Prefijo de Agente Comprador,Active,eb2ddf1,100792,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentNamePrefix Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentNamePrefix+Field,2105154,,,
Property,BuyerAgentNameSuffix,Buyer Agent Name Suffix,"The suffix to the name (e.g., Esq., Jr., III).","Listing,AgentOffice,BuyerAgent",String,,10,,BuyerMemberNameSuffix,Suffixe du courtier ou agent de l’acheteur,Sufijo de Agente Comprador,Active,3dd49d2,100796,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentNameSuffix Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentNameSuffix+Field,2105160,,,
Property,BuyerAgentNationalAssociationId,Buyer Agent National Association ID,"The national association ID of the buyer's agent (e.g., the NRDS number in the U.S.).","Listing,AgentOffice,BuyerAgent",String,,25,,,,,Active,e37852f,,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2020-01-17,2020-01-17,2.0.0,BuyerAgentNationalAssociationId Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentNationalAssociationId+Field,2105168,,,
Property,BuyerAgentOfficePhone,Buyer Agent Office Phone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberOfficePhone,Numéro de téléphone du bureau du courtier ou agent de l’acheteur,Teléfono de Despacho de Agente Comprador,Active,d3fa9a2,100166,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentOfficePhone Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentOfficePhone+Field,2105174,,,
Property,BuyerAgentOfficePhoneExt,Buyer Agent Office Phone Ext,The extension of the given phone number (if applicable).,"Listing,AgentOffice,BuyerAgent",String,,10,,BuyerMemberOfficePhoneExt,Poste téléphonique du bureau du courtier ou agent de l’acheteur,Extensión Telefónica de Agente Comprador,Active,3dd9efe,100167,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentOfficePhoneExt Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentOfficePhoneExt+Field,2105180,,,
Property,BuyerAgentPager,Buyer Agent Pager,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberPager,Numéro de pagette du courtier ou agent de l’acheteur,Buscapersonas de Agente Comprador,Active,e071724,100172,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentPager Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentPager+Field,2105187,,,
Property,BuyerAgentPreferredPhone,Buyer Agent Preferred Phone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberPreferredPhone,Numéro de téléphone préféré du courtier ou agent de l’acheteur,Teléfono Preferido de Agente Comprador,Active,6155c43,100164,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentPreferredPhone Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentPreferredPhone+Field,2105194,,,
Property,BuyerAgentPreferredPhoneExt,Buyer Agent Preferred Phone Ext,The extension of the given phone number (if applicable).,"Listing,AgentOffice,BuyerAgent",String,,10,,BuyerMemberPreferredPhoneExt,Poste téléphonique préféré du courtier ou agent de l’acheteur,Extensión de Teléfono Preferido de Agente Comprador,Active,3410263,100165,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentPreferredPhoneExt Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentPreferredPhoneExt+Field,2105200,,,
Property,BuyerAgentStateLicense,Buyer Agent State License,The license of the buyer agent. Multiple licenses should be separated with a comma and space.,"Listing,AgentOffice,BuyerAgent",String,,50,,BuyerMemberStateLicense,Permis délivré par l’état du courtier ou agent de l’acheteur,Licencia Estatal de Agente Comprador,Active,2f396a3,100180,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2018-12-26,2021-06-17,,BuyerAgentStateLicense Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentStateLicense+Field,2105204,,,
Property,BuyerAgentTollFreePhone,Buyer Agent Toll Free Phone,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberTollFreePhone,Numéro de téléphone sans frais du courtier ou agent de l’acheteur,Teléfono Gratuito de Agente Comprador,Active,4046dcd,100175,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentTollFreePhone Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentTollFreePhone+Field,2105210,,,
Property,BuyerAgentURL,Buyer Agent URL,The website Uniform Resource Identifier (URI) of the buyers agent.,"Listing,AgentOffice,BuyerAgent",String,,8000,,BuyerMemberURL,URL du site Web du courtier ou agent de l’acheteur,URL de Agente Comprador,Active,f74a59d,100177,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentURL Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentURL+Field,2105215,,,
Property,BuyerAgentVoiceMail,Buyer Agent Voice Mail,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMembervoiceMail,Messagerie vocale du courtier ou agent de l’acheteur,Buzón de Voz de Agente Comprador,Active,5bd32b1,100173,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentVoiceMail Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentVoiceMail+Field,2105222,,,
Property,BuyerAgentVoiceMailExt,Buyer Agent Voice Mail Ext,"The extension of the given phone number, if applicable.","Listing,AgentOffice,BuyerAgent",String,,10,,BuyerMemberVoiceMailExt,Poste de la messagerie vocale du courtier ou agent de l’acheteur,Ext de Buzón de Voz de Agente Comprador,Active,acc2ad1,100174,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2021-06-17,,BuyerAgentVoiceMailExt Field,https://ddwiki.reso.org/display/DDW20/BuyerAgentVoiceMailExt+Field,2105228,,,
Property,BuyerBrokerageCompensation,Buyer Brokerage Compensation,"The total compensation to be paid to the buyer's brokerage for this sale, expressed as either a percentage or a constant currency amount.","Listing,Compensation",String,,25,,"SOComp, SellingOfficeCompensation, BuyerBrokerCompensation, SOC, Commission, BuyerAgencyCompensation",,,Active,68ec342,,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2020-02-20,2020-02-20,2.0.0,BuyerBrokerageCompensation Field,https://ddwiki.reso.org/display/DDW20/BuyerBrokerageCompensation+Field,2105072,,,
Property,BuyerBrokerageCompensationType,Buyer Brokerage Compensation Type,"A list of types to clarify the value entered in the BuyerBrokerageCompensation field. For example, $, % or some other clarification of the BuyerAgencyCompensation field.","Listing,Compensation","String List, Single",,25,,"SOCompType, SellingOfficeCompensationType, BuyerBrokerCompensationType, SOCType, CommissionType, BuyerAgencyCompensationType",,,Active,e43c163,,Open with Enumerations,CompensationType,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2020-02-20,2020-02-20,2.0.0,BuyerBrokerageCompensationType Field,https://ddwiki.reso.org/display/DDW20/BuyerBrokerageCompensationType+Field,2105080,,,
Property,BuyerFinancing,Buyer Financing,"A list of options that describe the type of financing used. This field is used when setting a listing to Closed (i.e., Cash, FHA Loan, etc.).","Listing,Closing","String List, Multi",,1024,,,Financement de l’acheteur,Financiamiento de Comprador,Active,5abb03e,100061,Open with Enumerations,BuyerFinancing,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,BuyerFinancing Field,https://ddwiki.reso.org/display/DDW20/BuyerFinancing+Field,2105028,,,
Property,BuyerOffice,Buyer Office,The buyer agent's office.,"Listing,AgentOffice,BuyerAgent",Resource,Office,,,,,,Active,4171bfa,,,,,,,2022-01-08,2022-02-10,1.7.0,BuyerOffice Field,https://ddwiki.reso.org/display/DDW20/BuyerOffice+Field,2105235,BuyerOfficeKey,OfficeKey,
Property,BuyerOfficeAOR,Buyer Office AOR,The buyer's office's board or association of REALTORS®.,"Listing,AgentOffice,BuyerOffice","String List, Single",,50,,,Chambre/association immobilière du bureau du courtier ou agent de l’acheteur,Despacho de Comprador de AOR,Active,edfb934,100807,Open,AOR,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2012-04-20,2021-06-17,,BuyerOfficeAOR Field,https://ddwiki.reso.org/display/DDW20/BuyerOfficeAOR+Field,2105093,,,
Property,BuyerOfficeEmail,Buyer Office Email,The email address of the buyer's office.,"Listing,AgentOffice,BuyerOffice",String,,80,,,Courriel du bureau du courtier ou agent de l’acheteur,Email de Despacho de Comprador,Active,ff86f17,100186,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,BuyerOfficeEmail Field,https://ddwiki.reso.org/display/DDW20/BuyerOfficeEmail+Field,2105099,,,
Property,BuyerOfficeFax,Buyer Office Fax,North American 10-digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerOffice",String,,16,,,Numéro de télécopieur du bureau du courtier ou agent de l’acheteur,Fax de Despacho de Comprador,Active,eff88c6,100185,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2021-06-17,,BuyerOfficeFax Field,https://ddwiki.reso.org/display/DDW20/BuyerOfficeFax+Field,2105106,,,
Property,BuyerOfficeKey,Buyer Office Key,"A system unique identifier. Specifically, in aggregation systems, the key is the system unique identifier from the system where the record was just retrieved. This may be identical to the related xxxId identifier, but the key is guaranteed unique for this record set. This is a foreign key relating to the Office Resource's OfficeKey.","Listing,AgentOffice,BuyerOffice",String,,255,,,Clé du bureau du courtier ou agent de l’acheteur,Clave de Despacho de Comprador,Active,c36ed0c,100188,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2015-07-21,2021-06-17,,BuyerOfficeKey Field,https://ddwiki.reso.org/display/DDW20/BuyerOfficeKey+Field,2105114,,,
